grid_id,Num. Bldgs,Sum Bldg Footprint (m2),Sum Bldg Volume (m3),geometry,area_cell,centerpoint,dist2center,DistGroup,group_mean,group_SD,cutoff,isCenter_dist,isCenter_regional,isCenter_regional_dist,contig_group,type
282871,915,308649.59812385275,4961298.301378979,"POLYGON ((3162000 2037000, 3161000 2037000, 3161000 2038000, 3162000 2038000, 3162000 2037000))",1000000.0,POINT (-3.6941731343926416 40.48818068584752),7648.529270389177,7-8,2474024.5221597045,2458966.8947958793,4932991.416955584,True,True,True,10,subcenter
284847,668,591726.6400376916,15927971.02675141,"POLYGON ((3165000 2027000, 3164000 2027000, 3164000 2028000, 3165000 2028000, 3165000 2027000))",1000000.0,POINT (-3.640039064842596 40.40421806328324),4743.416490252569,4-5,5110449.406473715,4051582.09029723,9162031.496770944,True,True,True,11,subcenter
284197,152,233239.5245887295,3900363.9444331327,"POLYGON ((3164000 2039000, 3163000 2039000, 3163000 2040000, 3164000 2040000, 3164000 2039000))",1000000.0,POINT (-3.6748443891594706 40.50919980580173),10124.228365658293,10-11,990763.3285247786,1240849.7044374684,2231613.032962247,True,True,True,12,subcenter
284850,1714,579757.1806782209,9166884.165473858,"POLYGON ((3165000 2030000, 3164000 2030000, 3164000 2031000, 3165000 2031000, 3165000 2030000))",1000000.0,POINT (-3.6458286747961584 40.43087169496966),4527.6925690687085,4-5,5110449.406473715,4051582.09029723,9162031.496770944,True,True,True,13,subcenter
285516,440,526571.2857220325,14486449.069822844,"POLYGON ((3166000 2034000, 3165000 2034000, 3165000 2035000, 3166000 2035000, 3166000 2034000))",1000000.0,POINT (-3.641959039997597 40.468030306188204),7106.335201775948,7-8,2474024.5221597045,2458966.8947958793,4932991.416955584,True,True,True,14,subcenter
286167,612,354315.11098479026,6716769.481817953,"POLYGON ((3167000 2024000, 3166000 2024000, 3166000 2025000, 3167000 2025000, 3167000 2024000))",1000000.0,POINT (-3.611087500735363 40.38080136938889),7905.694150420948,7-8,2474024.5221597045,2458966.8947958793,4932991.416955584,True,True,True,15,subcenter
286845,1619,418540.34979257133,4564178.491088937,"POLYGON ((3168000 2042000, 3167000 2042000, 3167000 2043000, 3168000 2043000, 3168000 2042000))",1000000.0,POINT (-3.6342167326207786 40.54234296130865),14577.379737113251,14-15,797466.1839672701,913733.3438678262,1711199.5278350962,True,True,True,16,subcenter
288815,250,367473.4445651146,6393690.467161287,"POLYGON ((3171000 2032000, 3170000 2032000, 3170000 2033000, 3171000 2033000, 3171000 2032000))",1000000.0,POINT (-3.580105855334499 40.45835099291596),10793.51657246145,10-11,990763.3285247786,1240849.7044374684,2231613.032962247,True,True,True,17,subcenter
294755,23,2484997.4912765455,6490723.745543418,"POLYGON ((3180000 2032000, 3179000 2032000, 3179000 2033000, 3180000 2033000, 3180000 2032000))",1000000.0,POINT (-3.4756916090445307 40.472825258543715),19659.6032513375,19-20,578953.7160744303,1226168.8981819656,1805122.614256396,True,True,True,18,subcenter
301366,1077,354453.69621731556,4606192.363194247,"POLYGON ((3190000 2032000, 3189000 2032000, 3189000 2033000, 3190000 2033000, 3190000 2032000))",1000000.0,POINT (-3.3596270490844926 40.488778055497136),29605.742686174923,20+,712523.4605742986,1395704.495727093,2108227.9563013916,True,True,True,19,subcenter
