Res_geo_unit,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit,Trip_Weight,HH_PNR,Daily_Distance_Person,Daily_Distance_Person_Car,CarOwnership_HH
5,0.030981042257071906,0.006330022515935323,0.411927814549784,0.06728416163777548,0.4834769590394333,86.85797969640402,784,9.831,4.05,0.596
50,0.03677160284449698,0.0033368533653687716,0.6031168924924706,0.01177609422888589,0.34499855706877774,57.43088989698507,357,21.406,12.91,0.866
51,0.0034232306917560415,,0.43915038877706897,0.032199525293551044,0.525226855237624,71.54181809788177,234,11.942,5.244,0.801
52,0.027308871732899014,0.0023133223942736142,0.5235318191732168,0.042944722201969036,0.4039012644976415,72.65858575612663,638,11.451,5.995,0.682
53,,,0.8693497112635652,,0.13065028873643486,88.10671771105262,21,21.879,19.02,1.0
54,0.004627438213059287,0.001070866014402738,0.535235475752809,0.0574833747384397,0.40158284528128924,71.91652731778855,1169,11.63,6.2250000000000005,0.689
55,0.017224473883470006,0.0022319748890230894,0.6787383465162121,0.021262613612157418,0.28054259109913743,63.972492191556604,230,14.715,9.988,0.784
56,0.0023025441611223127,0.002762379010366312,0.5496507126365741,0.04832477172691183,0.39695959246502543,61.59372826394627,756,11.370000000000001,6.25,0.672
57,0.06723451148140037,,0.7529008883652201,0.00983152804867633,0.17003307210470328,24.973476319105263,39,20.150000000000002,15.171000000000001,0.897
58,0.011385985041674183,0.005968692762071358,0.626815106466805,0.0326421907387295,0.32318802499071986,67.80265260505556,624,13.034,8.17,0.725
59,0.014677425717379096,,0.7169694403625367,0.055604704111786724,0.21274842980829753,33.785714285714285,14,12.043000000000001,8.634,1.0
6,0.012260776709660904,0.004959162099178306,0.4359748873962971,0.06254678200688149,0.48425839178798225,71.74332422047826,597,13.44,5.86,0.681
61,0.0010386950963508683,0.0021133549660967755,0.7207275782789444,0.036352075071607336,0.23976829658700052,69.67241756886723,899,18.379,13.246,0.828
62,0.0012730291375693307,0.005050410996750117,0.5887709857296233,0.059760399707907065,0.3451451744281501,77.5627215456448,963,15.978,9.408,0.652
63,0.000306752765110753,0.0031257735214287206,0.6116933053849833,0.06361604438062551,0.3212581239478516,80.16085599315241,515,14.674,8.976,0.736
64,0.021014380009734136,0.0035655763974643743,0.49439476707853836,0.062448293363473184,0.41857698315078995,85.55223885012316,479,10.222,5.054,0.663
65,0.0016147906924158786,0.0038094568203715716,0.6954348212984685,0.03762620471281627,0.2615147264759277,82.55676468270833,527,14.366,9.991,0.817
66,0.00235206702645429,0.0005352633705106125,0.8405449316189993,0.016571364114023466,0.1399963738700124,68.16795368888197,328,15.555,13.075000000000001,0.951
67,0.005304013489749112,0.00012853926556394317,0.43105934727612366,0.0754508049152954,0.4880572950532679,76.606895964295,986,12.336,5.3180000000000005,0.642
68,0.0011962594191763903,,0.5228060311684722,0.04328430265597269,0.43271340675637865,76.24552963544089,593,13.248000000000001,6.926,0.678
69,0.02806387831236782,0.006760161200138985,0.608568178687312,0.029306439381062987,0.3273013424191184,66.98191748133824,486,16.832,10.243,0.824
7,0.04780170947409069,0.004422714493281791,0.43321705738463334,0.06075490199512525,0.45380361665286884,82.17376683587646,683,10.532,4.563,0.616
8,0.019171896879003728,0.005554006642242729,0.4804632081428679,0.08856625360366858,0.40624463473221717,79.82567501793929,699,8.496,4.082,0.63
84,0.0005703456240324393,,0.6152090595954659,0.04415712115316613,0.3400634736273356,70.69058037878182,638,14.403,8.861,0.735
85,0.001613070064691033,,0.6321926207426739,0.03759612521483507,0.32859818397780005,76.44935583252777,407,13.517,8.545,0.757
87,0.003099668404079312,,0.5370488976483233,0.039827320700431865,0.42002411324716543,76.00050178971215,899,15.162,8.143,0.758
88,0.0031664931646975376,4.3256341920399695e-05,0.5147901127056969,0.051912889870438114,0.4300872479172472,82.53981379206468,902,14.795,7.617,0.796
89,0.00885459145633442,0.0019150758912079085,0.7033788642006646,0.03356726700943092,0.252284201442362,65.0300893415342,576,16.196,11.392,0.887
9,0.021638657995234106,0.0065193541619265605,0.4618746321790989,0.08858140588221917,0.42138594978152133,85.64948680048495,679,10.011000000000001,4.624,0.619
91,0.0018557174456018375,0.0015732241520829062,0.40203153810827197,0.06781948759455604,0.5267200326994873,84.67836289632412,888,11.615,4.67,0.515
92,0.019127805626915084,0.0031713238577575522,0.5584102520736504,0.035739365079980316,0.3835512533616967,76.5787788992478,523,15.169,8.47,0.725
93,0.009628611538024287,0.0007146967700157814,0.6720370400917361,0.032113534861886374,0.2855061167383373,71.12943639494736,744,16.187,10.878,0.882
97,0.0048955041715052295,0.0009790738770038797,0.4942569345166092,0.0954412311136205,0.4044272563212612,81.20407546639753,529,12.345,6.101,0.616
98,0.004610362878565801,0.0005181688481384655,0.6070071147611495,0.05755122507556779,0.3303131284365784,74.02733780583056,1007,12.342,7.4910000000000005,0.754
99,0.013739094121715758,0.002471270359401932,0.5869930111531295,0.050272000923110766,0.3465246234426419,69.45547158587755,807,12.477,7.324,0.702
