Ori_geo_unit,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit
93032,0.01990387326853712,,0.3522443031505358,0.05835827197952999,0.5694935516013973
93033,,,0.5887365904658456,0.06748509886254858,0.3437783106716058
93039,0.016414972659266606,,0.5769734977552369,0.05459647327881764,0.3520150563066788
93045,0.0024963853976848684,0.006243212088070573,0.46702670231309495,0.07657125184051579,0.44766244836063374
93046,0.016896707630733438,0.007654896619991877,0.6754182488533541,0.03428704131815441,0.2657431055777662
93047,0.006718137160336337,,0.6274542207862619,0.053950545607512085,0.31187709644588957
93048,0.04333068564913134,0.007296249766446167,0.374507536881242,0.05029705423389886,0.5245684734692817
93049,0.050425693102586544,0.002440361754420044,0.5631475894473182,0.05332150953850175,0.33066484615717345
93050,0.04561374809890639,0.0019413326227680895,0.528832525822364,0.0437958027641405,0.379816590691821
93051,0.01126709899613294,0.00017034994319985072,0.5042654354397742,0.0232849762720422,0.4610121393488508
93053,0.001519611354999982,,0.5397348569706211,0.08612624107466017,0.37261929059971877
93055,0.0343390142107619,0.00924550071438824,0.3913934829482419,0.06641969827055767,0.4986023038560503
93057,,,0.7116183174675283,0.015262479570909426,0.27311920296156217
93059,,,0.36521767625967505,0.058959212780990734,0.5758231109593343
93061,,0.0085666713067323,0.36222487993337216,0.05459971468787852,0.574608734072017
93062,0.04527347163963184,,0.5325319553197528,0.04227247452366665,0.37992209851694875
93063,,0.025726743087717285,0.7342099221762703,0.0766993058871281,0.16336402884888424
93064,0.02779460732217884,,0.6070698338756703,0.03606569366334496,0.3290698651388059
93066,0.021755964044977903,0.009657375286653398,0.40740244944253085,0.04641045225204438,0.5147737589737934
93070,0.025080746409195415,0.014536843265929496,0.3900744837712509,0.034928116918092084,0.5353798096355321
93071,0.02671148012669887,0.012425976840978362,0.41804453267879177,0.08471511618112253,0.45810289417240846
93072,0.03140182958832339,0.0068644150428072166,0.5551666926401917,0.07753898323984838,0.32902807948882934
93073,0.004283282219535728,0.010857603076596077,0.7098251691315692,0.017445786368037546,0.2575881592042614
93074,0.03441492186167068,,0.8094251698571965,0.03358474201448662,0.12257516626664614
93077,0.10156730133580494,,0.5085319600563808,0.03128827674788549,0.3586124618599289
93078,0.006146809843144944,0.0016721878020224325,0.6980920324460873,0.020404729581882067,0.2736842403268632
93079,,0.009806714143209145,0.37518582906426007,0.04563354588254,0.5693739109099908
94001,,0.005149753069026189,0.8463644110044934,0.02841888613840087,0.12006694978807952
94002,0.0894135800987663,0.0036671671704701565,0.5836598523189305,0.06401875477794688,0.2592406456338861
94003,0.0432424901804033,0.004132412733346146,0.6089944459393,0.04824925094645366,0.295381400200497
94004,0.03247543980160549,0.0071247771966817695,0.5909824927312295,0.03730435148001387,0.33211293879046944
94011,,0.008320536970769612,0.6768667079276197,0.06289880428270839,0.2519139508189023
94015,,,0.5791918973813027,0.02719608297971701,0.3936120196389802
94016,0.042518299816956005,0.006010522946824147,0.3724295378259804,0.06768342054884481,0.5113582188613948
94017,0.014404878918593125,0.001563660924978961,0.5500505218419475,0.062425790148527,0.3715551481659534
94018,0.01759683829214894,0.005456440740516657,0.4529979353172818,0.05415500435043295,0.46979378129961963
94019,0.002503530090798652,,0.7263665641096083,0.05504311171010704,0.21608679408948592
94021,0.06406389544566261,0.0009979426712641425,0.7330500876065559,0.03896767782085858,0.16292039645565884
94022,0.03398513896914993,0.0011155241381404597,0.5692730732778329,0.06574570745648246,0.3298805561583941
94028,0.02369426727163788,0.008100856066898714,0.5287174623814958,0.050843324496098775,0.388644089783869
94033,0.035935592387422326,0.021293154302418175,0.3049902374082426,0.04216484280678684,0.59561617309513
94034,0.04588722605912533,0.003224150228923057,0.6222232628157001,0.06243614770492603,0.26622921319132553
94037,0.012577014084392327,0.004196019125412207,0.40649680283447487,0.0411659968547357,0.535564167100985
94038,0.01649981626804396,0.01306683922628233,0.666756835145583,0.030837809275195985,0.2728387000848947
94041,0.05479084986730741,0.010391620153601358,0.4477898710876446,0.055131232389575915,0.43189642650187077
94042,0.2957008577151722,,0.31694569965280256,0.042936067694460685,0.3444173749375646
94043,0.03779295872597408,0.005937707892946746,0.3030902626498894,0.04670018343365756,0.6064788872975321
94044,,,0.5496560350826616,0.010429321579811442,0.43991464333752694
94046,0.010792124681836825,0.009945771385326974,0.4673125525959211,0.07512657778196702,0.43682297355494815
94047,0.051063031832320596,,0.5427843671427822,0.020410504851462008,0.3857420961734352
94048,,0.0011114502975074693,0.5737793577893302,0.009105951768876457,0.416003240144286
94052,0.02538411350078823,0.0036953707638606482,0.44166460198568125,0.08935001064514046,0.4399059031045295
94053,0.02602446848962504,0.003571995084250092,0.670764937815037,0.0066784987085952785,0.29296009990249267
94054,,0.0036971388398624864,0.7450024732996667,0.018666383406039024,0.23263400445443175
94055,0.029324527474785127,,0.6877089478864574,0.021991460666664037,0.2609750639720934
94056,,0.0049846287778054915,0.8884787793614544,0.0033651226214875237,0.10317146923925265
94058,0.021415925122677936,0.001028344449796452,0.6828480084281079,0.08251551829449351,0.21219220370492434
94059,0.06347164676271852,0.008503260060947027,0.5966226699611222,0.04346450670342645,0.2879379165117858
94060,0.011564279946905193,0.007670132301584439,0.7467762256251351,0.023315876805721752,0.21067348532065358
94065,0.05918380668473862,0.003199434785763927,0.8122533706042074,0.004400354486169902,0.12096303343912
94067,0.007448827166871596,0.006689648389869299,0.38997252913680097,0.14831097348587202,0.44757802182058604
94068,0.01562354770962388,0.0016191695784339535,0.49841014361160296,0.03700058801512536,0.4473465510852139
94069,0.05633122026348936,0.000795721390760924,0.5246052449573452,0.04281258255411263,0.37545523083429194
94070,0.02896029330751035,,0.841785586740964,0.01016639982357044,0.11908772012795522
94071,0.05516169962305709,,0.6239035337823509,0.03024855371985225,0.2906862128747399
94073,0.024491953229935727,,0.6951213453878043,0.04890626720622474,0.2314804341760352
94074,,0.007035463841787114,0.40435353325781337,0.04939255071442948,0.53921845218597
94075,0.05163721872612792,0.006743850233505684,0.8223804453684195,0.017440336061141374,0.10179814961080545
94076,0.04774030713875124,0.004855333620723998,0.5363985647525228,0.040746278883495815,0.3702595156045062
94077,0.02713249989542806,0.00023453933809881102,0.5633355084954241,0.040214613036478844,0.3690828392345701
94078,0.012197866188639918,0.0066868639119761365,0.47863287128643006,0.03558001414275252,0.4669023844702014
94079,,0.0005197433445717676,0.6959843632668868,0.047330910432796046,0.25616498295574536
94080,0.03177947149870075,0.007850863253122507,0.27324100512994826,0.05357329690234945,0.633555363215879
94081,0.00504692489603735,0.0005441555759959049,0.5522516953501697,0.06547040827908303,0.37668681589871394
95018,0.011725324023674698,0.011519587294030133,0.5767793069291935,0.05707698260606795,0.34289879914703364
