Res_geocode,Share_Distance_2_3_Wheel,Share_Distance_Bike,Share_Distance_Car,Share_Distance_Foot,Share_Distance_Transit,Trip_Weight,HH_PNR,Daily_Distance_Person,Daily_Distance_Person_Car,CarOwnership_HH
092-020,,,0.5693321924070225,0.07035334471859125,0.3603144628743862,65.40252842978022,100,17.41,9.912,0.676
092-022,,,0.5323712041274912,0.049668293804241564,0.4179605020682673,76.57604964564102,112,13.904,7.402,0.653
092-024,,,0.4680403863619839,0.09184437968245676,0.4401152339555593,65.8333879264557,78,13.538,6.336,0.679
092-026,0.045945540467031525,,0.4618432912621458,0.056538846268183736,0.43567232200263895,58.44701549950495,97,18.594,8.588000000000001,0.732
092-027,,0.0016132521489111355,0.6766025642001803,0.02759063227845412,0.2941935513724546,72.11936126015505,131,19.712,13.337,0.715
092-029,,,0.7747896134871681,0.04393501540388855,0.18127537110894326,68.81664520238095,108,16.2,12.552,0.822
092-030,,0.0009392510494092874,0.6767384103055614,0.026595884442342538,0.29572645420268684,84.49945981188311,148,19.419,13.141,0.785
092-031,,,0.8039572260541871,0.017790221002487845,0.17825255294332507,65.82553674521739,171,20.992,16.876,0.903
1,0.04752098340725631,0.007407814584142928,0.2657618027339564,0.09957244657777486,0.5797369526968695,76.9376806038165,591,7.832,2.081,0.375
10,0.04445338157050962,0.006834523908018801,0.49372576216212744,0.12292755749253961,0.3320587748668045,75.48037251436314,410,8.118,4.008,0.56
105,0.0045310658169086596,0.006557382361425972,0.5014809394998746,0.05479412017917527,0.4326364921426155,75.24405813162485,822,15.058,7.551,0.612
106-011,,0.003365068592305315,0.668705011348446,0.03909980444561121,0.2888301156136376,64.47303927752294,113,16.376,10.950000000000001,0.911
106-012A,,,0.6756399227735781,0.014265342727314678,0.3100947344991072,81.40948080445946,148,28.642,19.352,0.914
106-012B,0.016207923861865557,,0.631089504276001,0.032246213140035555,0.3204563587220979,76.19564980868056,144,21.521,13.582,0.833
11,0.0297060535946596,0.0019057902755684694,0.387069890453111,0.11555137544895139,0.46576689022770945,91.60196783318,557,8.068,3.123,0.498
110,0.010096738946668639,0.002464394399343655,0.4912642894877815,0.038521005445978036,0.45765357172022814,74.10396651164088,667,17.805,8.747,0.715
111,0.010970344344953708,0.007894108294751352,0.48361233125362396,0.03851714074795876,0.45900607535871224,79.68304815348601,410,20.09,9.716000000000001,0.675
115,0.03240920483235072,0.002170669975626688,0.6533122085267878,0.026678930962905564,0.2854289857023292,73.46830763993789,727,13.305,8.692,0.809
115-005,0.012171348332997019,,0.939800186422056,0.01177705545293749,0.03625140979200948,53.797712731749996,45,14.931000000000001,14.032,0.929
115-012,0.024751740374925665,0.0065754476099721204,0.8616048348872568,0.006020756935044098,0.10104722019280137,52.08913815,61,25.372,21.861,0.902
115-016,,0.00651994741871014,0.8323741517350653,0.0024372240776235517,0.15866867676860105,95.93611029183333,63,15.421000000000001,12.836,0.955
115-017A,,,0.7352565492002602,0.011575740011678989,0.253167710788061,58.123654244166666,29,11.426,8.401,0.916
115-018,0.011889683580212095,,0.6550718315627826,0.014737698221388457,0.3183007866356169,86.6882672732653,105,14.934000000000001,9.783,0.933
115-020,0.0014427851815947787,,0.7706297069270492,0.008325496772997251,0.2196020111183588,41.84357822030612,104,13.222,10.189,0.833
12,0.013049983313647448,0.004274885932793947,0.5674400086444443,0.07578211482467491,0.3394530072844394,68.54671603733469,560,10.11,5.737,0.668
122,,0.0013468152871862777,0.681635054058735,0.03389861238007574,0.2831195182740029,80.98858139344036,249,15.394,10.493,0.785
123-001,,0.0006962441494634338,0.49147871203466265,0.019667469239388943,0.48815757457648495,72.13269617967391,197,17.314,8.509,0.699
123-002A,0.008640177747541385,,0.5906110249186896,0.01229163228761533,0.3884571650461538,82.916237145,122,20.966,12.383000000000001,0.906
123-002B,,0.003799089634654748,0.7450820876195856,0.02554962095006254,0.2255692017956972,55.22825517975,95,19.351,14.418000000000001,0.817
123-003,,,0.5628959068684969,0.018384453616690232,0.4187196395148129,103.95888286579545,93,19.580000000000002,11.021,0.917
123-004A,,,0.7272684385234026,0.01966907160304876,0.2530624898735487,78.98468761422619,181,19.745,14.36,0.877
123-004B,0.03206236142799466,0.002802644927082896,0.7556581153566045,0.016562290242953377,0.19291458804536457,62.47326414306123,150,21.989,16.616,0.911
123-005,,0.0038551185362644723,0.7038140259387271,0.009710881870333374,0.28261997365467495,91.31539337189781,143,25.026,17.614,0.903
123-006,,,0.3734099177789576,0.014815933742608041,0.6117741484784344,59.833632691999995,5,23.586000000000002,8.807,1.0
127,0.002198479119063663,0.0015082299511197641,0.5430979436691687,0.04140237775918269,0.4117929695014651,76.3004504274033,386,15.346,8.334,0.564
127-001,0.03889645748122989,,0.7457261504542209,0.00249469497386452,0.2128826970906847,64.41661328651163,95,30.053,22.411,0.915
127-002,0.022862230315026204,,0.7320676486868596,0.011691949246318441,0.2333781717517958,70.80888253314285,79,26.762,19.592,0.672
127-003,,,0.6741895062194373,0.011964637739609728,0.313845856040953,73.48345979674602,109,25.117,16.933,0.934
127-004B,0.017958178805285184,0.000381027702736209,0.759905975069538,0.00858275389899433,0.21317206452344623,68.01106595069768,123,23.608,17.94,0.959
127-005,0.02715201659946415,0.00021965153228085076,0.7182893313612188,0.01644581846902157,0.2378931820380147,68.35532537758064,189,21.433,15.395,0.899
127-006,0.014242484063234235,0.0038057560263060107,0.6939335292688157,0.013477132173610741,0.27454109846803343,82.00890598202454,164,20.781,14.421000000000001,0.796
127-009,0.04427684140015526,0.0023665347629082288,0.6911557948918018,0.015948343339906412,0.24625248560522828,93.01228202797688,187,21.497,14.858,0.715
127-010,,,0.689007872876728,0.013126019106015843,0.29786610801725605,71.15941284409327,185,24.308,16.748,0.891
129,0.004259088024106681,0.0005083468370807226,0.6707248240877813,0.031751747255940696,0.29275599379509054,76.63421371209589,683,17.124,11.486,0.762
13,0.022201862076139296,0.003711126631792533,0.5559437477578579,0.07068716534951892,0.3474560981846913,74.35022506172324,414,9.144,5.0840000000000005,0.696
130-006,,,0.6122792470417412,0.07335336802738551,0.31436738493087324,81.32683185386793,110,12.906,7.902,0.673
130-007,,,0.6628808470688998,0.03521022491547408,0.30190892801562613,74.12005094428571,120,12.654,8.388,0.839
134-001,,,0.934360893656275,0.01280059862110762,0.052838507722617306,79.16041000133333,91,21.326,19.926000000000002,0.712
134-002,0.024729682185296507,,0.9303050421944042,0.031045630224545664,0.0139196453957536,90.87995380777778,39,13.836,12.872,0.837
134-003,,,0.8849215948951152,0.01348590471955096,0.10159250038533378,17.955557046185184,27,25.883,22.904,1.0
134-005,,,0.711274011376309,0.0424075084182613,0.24631848020542974,59.5781246052,84,14.536,10.339,0.751
134-006A,0.03085092505458596,,0.6140964138895607,0.052937925298328734,0.30211473575752473,77.30522176372882,114,13.417,8.239,0.952
134-006B,,,0.5205333340158398,0.04768623700443906,0.4317804289797212,18.589069072666668,35,16.088,8.374,1.0
134-007,0.0010025836122462993,0.0018313835093119156,0.7233903563569867,0.027493133266033837,0.24628254325542126,71.9633638783871,156,17.421,12.602,0.896
134-010,,0.0002778323429985534,0.624645231861282,0.04570556555986994,0.32937137023584956,66.34912847423729,122,14.444,9.022,0.633
134-011,,,0.48222220715166436,0.10566006198527335,0.41211773086306225,72.30982184392857,114,9.117,4.397,0.692
134-012,0.0012194912386839457,0.0008642430593474893,0.6885857552099449,0.04568586367974487,0.26364464681227867,83.75102524361111,116,12.686,8.735,0.717
134-014,,,0.5239930220428918,0.07940813471152745,0.3965988432455807,83.60958667535715,121,8.725,4.572,0.509
134-015,0.10438990836663271,0.0006952195931537793,0.7269033353806045,0.02044463431445831,0.1475669023451508,62.741384977454544,64,17.547,12.755,0.627
14,0.029317824128430828,0.004210396725365845,0.49647926984426555,0.09416282300295258,0.3758296862989852,84.19460243971791,774,9.344,4.639,0.627
148-003,,,0.7382129280419059,0.07788538427578862,0.18390168768230547,72.95544736084338,90,9.202,6.793,0.7
148-004,,,0.6032524059682018,0.0910935432156271,0.3056540508161711,75.15204635663792,118,11.921,7.191,0.731
148-005,,,0.6159278892589752,0.04240955575707415,0.34166255498395054,63.33812693309278,94,19.145,11.792,0.928
148-006,,,0.7535592563477781,0.029403262434395862,0.21703748121782607,72.32843818870587,86,23.121000000000002,17.423000000000002,0.955
148-008,,0.012915072822005545,0.6982313687002842,0.03277535007717078,0.2560782084005394,77.57058364888888,113,17.046,11.902000000000001,0.701
15,0.005472906441862189,0.010715616882528757,0.44380622010133675,0.06573672251074991,0.4742685340635223,76.95584592865168,561,10.482000000000001,4.652,0.496
16,0.007224949170077474,0.007169269186016686,0.34268241989001086,0.07797423072002617,0.5649491310338688,81.35153072468991,607,9.816,3.364,0.433
17,0.01501918785699191,0.005462221305688857,0.4746311960940447,0.07998814707356541,0.4248992476697091,83.45034725554954,611,9.726,4.616,0.576
18,0.010468856028252357,0.004870446579940128,0.4116154279604178,0.11487351754111903,0.4581717518902707,84.6546145046379,753,7.328,3.016,0.566
19,0.004637319257482608,0.002800649425756302,0.4655726073239167,0.11020034074501328,0.4167890832478311,77.78068883309446,353,8.02,3.734,0.674
2,0.020012298880559228,0.009602401365982186,0.33253608226650383,0.11416944599599163,0.5236797714909631,60.896422124462156,268,9.193,3.057,0.416
20,0.011835555716134,0.003754770838821453,0.4569792720344992,0.09337188634196761,0.4340585150685779,74.10705225126033,521,8.874,4.055,0.522
22,0.013126656991316259,0.004182613804265864,0.6077989646260165,0.037672552905476296,0.3372192116729251,65.03688276496233,708,12.491,7.5920000000000005,0.768
26,0.011010377943529463,0.006579942414548291,0.40708179487954654,0.06249537037610557,0.5128325143862701,82.56755971956716,973,12.848,5.23,0.553
27,0.015388037400645826,0.0016239508779946677,0.4309798660835491,0.061021543840967495,0.4909866017968429,77.37997507861522,1067,12.319,5.309,0.579
29,0.026113330976154925,0.002447367542043625,0.3718928350515666,0.07913469820949251,0.5204117682207423,76.16499923898911,1145,10.539,3.919,0.484
3,0.031241209409131564,0.013103634213114857,0.332908233557526,0.0886936260050002,0.5340532968152274,89.12281147856699,718,8.141,2.71,0.388
30,0.014148754248033081,0.001286647885323662,0.4042846499028721,0.07355372456032373,0.5067262234034475,75.55086224106908,1336,11.706,4.7330000000000005,0.544
31,0.036623589496184564,0.0038269206759846595,0.6072710033673205,0.036891939338624245,0.315386547121886,70.14734450529303,595,15.005,9.112,0.754
32,0.035107078499323,0.0037238198075088915,0.4061767709606964,0.07172809010311854,0.4832642406293532,76.76565855824495,898,10.122,4.111,0.534
33,0.00486200646739695,0.002420987097219752,0.566776809891392,0.0521745229751898,0.3737656735688016,70.18474408771634,468,11.422,6.474,0.647
34,0.006833680105786598,0.01829875779301207,0.4396384425712783,0.041496222233165875,0.49373289729675723,58.749434874104,410,12.142,5.338,0.583
35,0.02408121761801735,0.009909849177358094,0.388592602981687,0.05891899888087122,0.5184973313420663,75.33061322559196,1552,9.689,3.765,0.535
36,0.01589435654598859,,0.4700954306311999,0.05554022938371262,0.4584699834390989,70.55822178473959,439,10.366,4.873,0.522
37,0.016318324955100934,0.007201147623305534,0.4282114229224112,0.061518496670127785,0.4867506078290545,71.15621645036128,918,9.479000000000001,4.059,0.554
38,0.01147098817518637,0.0014649757218698556,0.4613783688610588,0.0635273372393244,0.46215833000256046,72.3708569477176,588,8.957,4.132,0.631
39,0.007770041494297668,0.0003190403207688641,0.5580147227829753,0.0406501700472638,0.39324602535469455,68.1467120956192,688,12.603,7.033,0.695
4,0.009949931402307623,0.004084615000106199,0.5111765311371714,0.06874619272863434,0.40604272973178035,76.89408742707253,425,10.572000000000001,5.404,0.672
40,0.014861550665620888,0.010855396666614498,0.6395546711342042,0.04111473471463238,0.293613646818928,67.94089597171428,577,11.138,7.123,0.777
41,0.007731177817879059,0.0022431225949686054,0.4570810291695013,0.07633126096507936,0.4566134094525716,67.35457554288875,886,9.734,4.449,0.557
42,0.017899648537026632,0.0012420453303344846,0.486108261699459,0.05821061045474005,0.43653943397843986,78.59042048266262,1297,10.556000000000001,5.131,0.572
45,0.0057067179537285476,,0.4329843943136176,0.04961600541526441,0.5116928823173894,73.07419445611814,516,11.398,4.9350000000000005,0.602
46,0.011344687474815266,0.0008063736318050596,0.4197364746722044,0.05117764135075476,0.5169348228704206,76.33972859343015,823,11.464,4.812,0.608
49,0.01268951022282,0.006019398197402511,0.5354733694712024,0.03790924205552646,0.40790848005304864,70.36190042348795,1069,13.882,7.434,0.703
5,0.030981042257071906,0.006330022515935323,0.411927814549784,0.06728416163777548,0.4834769590394333,86.28194347753444,784,9.897,4.077,0.596
51,0.0034232306917560415,,0.43915038877706897,0.032199525293551044,0.525226855237624,72.43216885980952,234,11.795,5.18,0.801
52,0.027308871732899014,0.0023133223942736142,0.5235318191732168,0.042944722201969036,0.4039012644976415,72.6560475198911,638,11.451,5.995,0.682
55,0.017224473883470006,0.0022319748890230894,0.6787383465162121,0.021262613612157418,0.28054259109913743,63.4491481129493,230,14.836,10.07,0.784
56,0.0023025441611223127,0.002762379010366312,0.5496507126365741,0.04832477172691183,0.39695959246502543,61.78052311288986,756,11.336,6.231,0.672
57,0.06723451148140037,,0.7529008883652201,0.00983152804867633,0.17003307210470328,25.30396115365,39,19.887,14.973,0.897
58,0.011385985041674183,0.005968692762071358,0.626815106466805,0.0326421907387295,0.32318802499071986,67.55474813820976,624,13.081,8.2,0.725
6,0.012260776709660904,0.004959162099178306,0.4359748873962971,0.06254678200688149,0.48425839178798225,71.88716691098227,597,13.414,5.848,0.681
64,0.021014380009734136,0.0035655763974643743,0.49439476707853836,0.062448293363473184,0.41857698315078995,85.22809406275942,479,10.261000000000001,5.073,0.663
67,0.005304013489749112,0.00012853926556394317,0.43105934727612366,0.0754508049152954,0.4880572950532679,77.07414386972545,986,12.261000000000001,5.285,0.642
7,0.04780170947409069,0.004422714493281791,0.43321705738463334,0.06075490199512525,0.45380361665286884,81.69956419569355,683,10.593,4.589,0.616
8,0.019171896879003728,0.005554006642242729,0.4804632081428679,0.08856625360366858,0.40624463473221717,80.24951192185358,699,8.451,4.0600000000000005,0.63
84,0.0005703456240324393,,0.6152090595954659,0.04415712115316613,0.3400634736273356,70.63067959868651,638,14.416,8.869,0.735
85,0.001613070064691033,,0.6321926207426739,0.03759612521483507,0.32859818397780005,77.33984493374346,407,13.361,8.447000000000001,0.757
88,0.0031664931646975376,4.3256341920399695e-05,0.5147901127056969,0.051912889870438114,0.4300872479172472,83.52986146653983,902,14.620000000000001,7.526,0.796
9,0.021638657995234106,0.0065193541619265605,0.4618746321790989,0.08858140588221917,0.42138594978152133,85.99990322582792,679,9.971,4.605,0.619
91,0.0018557174456018375,0.0015732241520829062,0.40203153810827197,0.06781948759455604,0.5267200326994873,85.2826215282976,888,11.533,4.636,0.515
97,0.0048955041715052295,0.0009790738770038797,0.4942569345166092,0.0954412311136205,0.4044272563212612,81.3908274767,529,12.316,6.087,0.616
